jd_id,title,category,min_experience,required_skills,jd_text
J0126,HR Business Partner,Human Resources,2,"[""Labor Law"", ""Recruitment"", ""Employee Relations"", ""HRIS"", ""Payroll""]","HR Business Partner at Meridian Softworks

We are looking for a HR Business Partner to join our Human Resources team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Labor Law, Recruitment, Employee Relations, HRIS, Payroll

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0127,HR Business Partner,Human Resources,0,"[""Recruitment"", ""HRIS"", ""Labor Law"", ""Onboarding"", ""Talent Acquisition"", ""Performance Management"", ""Payroll""]","HR Business Partner at Quantwave Inc

We are looking for a HR Business Partner to join our Human Resources team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Recruitment, HRIS, Labor Law, Onboarding, Talent Acquisition, Performance Management, Payroll

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0128,Accounts Executive,Finance,3,"[""Financial Modeling"", ""Budgeting"", ""Risk Management"", ""Excel"", ""Accounting""]","Accounts Executive at Nimbus Systems

We are looking for a Accounts Executive to join our Finance team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Financial Modeling, Budgeting, Risk Management, Excel, Accounting

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0129,Financial Analyst,Finance,2,"[""QuickBooks"", ""Forecasting"", ""Financial Modeling"", ""Excel"", ""Auditing"", ""SAP""]","Financial Analyst at BluePeak Solutions

We are looking for a Financial Analyst to join our Finance team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: QuickBooks, Forecasting, Financial Modeling, Excel, Auditing, SAP

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0130,Data Scientist,Data Science,0,"[""PyTorch"", ""Pandas"", ""Data Visualization"", ""Python"", ""SQL"", ""Statistics""]","Data Scientist at Sundial HR Group

We are looking for a Data Scientist to join our Data Science team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: PyTorch, Pandas, Data Visualization, Python, SQL, Statistics

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0131,Site Reliability Engineer,DevOps,0,"[""CI/CD"", ""Terraform"", ""AWS"", ""GCP"", ""Kubernetes""]","Site Reliability Engineer at Meridian Softworks

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: CI/CD, Terraform, AWS, GCP, Kubernetes

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0132,Backend Developer,Web Development,2,"[""Next.js"", ""HTML"", ""CSS"", ""Express.js"", ""TypeScript"", ""MongoDB""]","Backend Developer at Trailhead Digital

We are looking for a Backend Developer to join our Web Development team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Next.js, HTML, CSS, Express.js, TypeScript, MongoDB

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0133,Full Stack Developer,Web Development,2,"[""REST API"", ""JavaScript"", ""Next.js"", ""MongoDB"", ""HTML"", ""TypeScript"", ""Node.js""]","Full Stack Developer at Falconbyte

We are looking for a Full Stack Developer to join our Web Development team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: REST API, JavaScript, Next.js, MongoDB, HTML, TypeScript, Node.js

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0134,Accounts Executive,Finance,0,"[""Risk Management"", ""Financial Modeling"", ""Auditing"", ""Excel"", ""Forecasting""]","Accounts Executive at BluePeak Solutions

We are looking for a Accounts Executive to join our Finance team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Risk Management, Financial Modeling, Auditing, Excel, Forecasting

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0135,Data Scientist,Data Science,2,"[""Deep Learning"", ""PyTorch"", ""Machine Learning"", ""Natural Language Processing"", ""Scikit-learn""]","Data Scientist at Sundial HR Group

We are looking for a Data Scientist to join our Data Science team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Deep Learning, PyTorch, Machine Learning, Natural Language Processing, Scikit-learn

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0136,HR Executive,Human Resources,5,"[""HRIS"", ""Employee Relations"", ""Labor Law"", ""Performance Management"", ""Recruitment"", ""Payroll"", ""Onboarding""]","HR Executive at Verdant Analytics

We are looking for a HR Executive to join our Human Resources team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: HRIS, Employee Relations, Labor Law, Performance Management, Recruitment, Payroll, Onboarding

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0137,HR Executive,Human Resources,0,"[""Employee Relations"", ""HRIS"", ""Recruitment"", ""Payroll"", ""Performance Management"", ""Talent Acquisition""]","HR Executive at BluePeak Solutions

We are looking for a HR Executive to join our Human Resources team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Employee Relations, HRIS, Recruitment, Payroll, Performance Management, Talent Acquisition

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0138,HR Business Partner,Human Resources,3,"[""Onboarding"", ""Performance Management"", ""Talent Acquisition"", ""Recruitment"", ""Labor Law"", ""Payroll""]","HR Business Partner at Quantwave Inc

We are looking for a HR Business Partner to join our Human Resources team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Onboarding, Performance Management, Talent Acquisition, Recruitment, Labor Law, Payroll

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0139,Full Stack Developer,Web Development,2,"[""Next.js"", ""JavaScript"", ""HTML"", ""REST API"", ""React"", ""Node.js"", ""Express.js"", ""CSS""]","Full Stack Developer at Orbitline Technologies

We are looking for a Full Stack Developer to join our Web Development team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Next.js, JavaScript, HTML, REST API, React, Node.js, Express.js, CSS

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0140,Site Reliability Engineer,DevOps,2,"[""Terraform"", ""Ansible"", ""CI/CD"", ""GCP"", ""Docker"", ""Azure""]","Site Reliability Engineer at Orbitline Technologies

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Terraform, Ansible, CI/CD, GCP, Docker, Azure

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0141,Accounts Executive,Finance,0,"[""SAP"", ""Accounting"", ""Financial Analysis"", ""QuickBooks"", ""Forecasting""]","Accounts Executive at Falconbyte

We are looking for a Accounts Executive to join our Finance team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: SAP, Accounting, Financial Analysis, QuickBooks, Forecasting

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0142,HR Executive,Human Resources,2,"[""Payroll"", ""HRIS"", ""Performance Management"", ""Employee Relations"", ""Onboarding""]","HR Executive at Novatrail Consulting

We are looking for a HR Executive to join our Human Resources team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Payroll, HRIS, Performance Management, Employee Relations, Onboarding

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0143,Data Analyst,Data Science,1,"[""Statistics"", ""Machine Learning"", ""TensorFlow"", ""SQL"", ""Python""]","Data Analyst at Sundial HR Group

We are looking for a Data Analyst to join our Data Science team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Statistics, Machine Learning, TensorFlow, SQL, Python

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0144,DevOps Engineer,DevOps,0,"[""Docker"", ""AWS"", ""Kubernetes"", ""Terraform"", ""Ansible"", ""GCP"", ""CI/CD""]","DevOps Engineer at Harborline Financial

We are looking for a DevOps Engineer to join our DevOps team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Docker, AWS, Kubernetes, Terraform, Ansible, GCP, CI/CD

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0145,HR Executive,Human Resources,3,"[""Payroll"", ""Performance Management"", ""Talent Acquisition"", ""Recruitment"", ""HRIS""]","HR Executive at Trailhead Digital

We are looking for a HR Executive to join our Human Resources team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Payroll, Performance Management, Talent Acquisition, Recruitment, HRIS

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0146,Accounts Executive,Finance,3,"[""Budgeting"", ""Risk Management"", ""Auditing"", ""Forecasting"", ""Excel"", ""SAP"", ""Accounting"", ""QuickBooks""]","Accounts Executive at Falconbyte

We are looking for a Accounts Executive to join our Finance team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Budgeting, Risk Management, Auditing, Forecasting, Excel, SAP, Accounting, QuickBooks

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0147,Full Stack Developer,Web Development,0,"[""Express.js"", ""TypeScript"", ""HTML"", ""React"", ""Node.js"", ""REST API"", ""MongoDB"", ""CSS""]","Full Stack Developer at Quantwave Inc

We are looking for a Full Stack Developer to join our Web Development team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Express.js, TypeScript, HTML, React, Node.js, REST API, MongoDB, CSS

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0148,HR Business Partner,Human Resources,1,"[""Employee Relations"", ""Recruitment"", ""Payroll"", ""Talent Acquisition"", ""Onboarding"", ""HRIS"", ""Performance Management""]","HR Business Partner at Quantwave Inc

We are looking for a HR Business Partner to join our Human Resources team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Employee Relations, Recruitment, Payroll, Talent Acquisition, Onboarding, HRIS, Performance Management

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0149,Talent Acquisition Specialist,Human Resources,3,"[""Performance Management"", ""Payroll"", ""Talent Acquisition"", ""Labor Law"", ""HRIS"", ""Onboarding"", ""Employee Relations"", ""Recruitment""]","Talent Acquisition Specialist at Quantwave Inc

We are looking for a Talent Acquisition Specialist to join our Human Resources team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Performance Management, Payroll, Talent Acquisition, Labor Law, HRIS, Onboarding, Employee Relations, Recruitment

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0150,Frontend Engineer,Web Development,5,"[""HTML"", ""Next.js"", ""Express.js"", ""CSS"", ""React"", ""REST API""]","Frontend Engineer at Falconbyte

We are looking for a Frontend Engineer to join our Web Development team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: HTML, Next.js, Express.js, CSS, React, REST API

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0151,Talent Acquisition Specialist,Human Resources,3,"[""HRIS"", ""Onboarding"", ""Payroll"", ""Performance Management"", ""Talent Acquisition"", ""Recruitment"", ""Labor Law""]","Talent Acquisition Specialist at Harborline Financial

We are looking for a Talent Acquisition Specialist to join our Human Resources team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: HRIS, Onboarding, Payroll, Performance Management, Talent Acquisition, Recruitment, Labor Law

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0152,Machine Learning Engineer,Data Science,3,"[""Pandas"", ""Scikit-learn"", ""SQL"", ""Deep Learning"", ""TensorFlow"", ""NumPy""]","Machine Learning Engineer at Orbitline Technologies

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Pandas, Scikit-learn, SQL, Deep Learning, TensorFlow, NumPy

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0153,Machine Learning Engineer,Data Science,1,"[""TensorFlow"", ""Data Visualization"", ""Deep Learning"", ""NumPy"", ""Statistics"", ""Scikit-learn""]","Machine Learning Engineer at Harborline Financial

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: TensorFlow, Data Visualization, Deep Learning, NumPy, Statistics, Scikit-learn

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0154,Backend Developer,Web Development,5,"[""TypeScript"", ""MongoDB"", ""HTML"", ""REST API"", ""Next.js"", ""React"", ""Express.js"", ""CSS""]","Backend Developer at Harborline Financial

We are looking for a Backend Developer to join our Web Development team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: TypeScript, MongoDB, HTML, REST API, Next.js, React, Express.js, CSS

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0155,Machine Learning Engineer,Data Science,2,"[""Machine Learning"", ""Natural Language Processing"", ""Python"", ""Data Visualization"", ""SQL""]","Machine Learning Engineer at Verdant Analytics

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Machine Learning, Natural Language Processing, Python, Data Visualization, SQL

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0156,Cloud Infrastructure Engineer,DevOps,5,"[""AWS"", ""CI/CD"", ""Jenkins"", ""Linux"", ""Docker"", ""GCP""]","Cloud Infrastructure Engineer at Quantwave Inc

We are looking for a Cloud Infrastructure Engineer to join our DevOps team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: AWS, CI/CD, Jenkins, Linux, Docker, GCP

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0157,HR Executive,Human Resources,0,"[""Talent Acquisition"", ""Labor Law"", ""Onboarding"", ""Employee Relations"", ""HRIS"", ""Recruitment"", ""Payroll"", ""Performance Management""]","HR Executive at Meridian Softworks

We are looking for a HR Executive to join our Human Resources team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Talent Acquisition, Labor Law, Onboarding, Employee Relations, HRIS, Recruitment, Payroll, Performance Management

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0158,Financial Analyst,Finance,0,"[""Accounting"", ""QuickBooks"", ""Auditing"", ""Forecasting"", ""Financial Analysis"", ""Excel"", ""Financial Modeling"", ""Risk Management""]","Financial Analyst at Falconbyte

We are looking for a Financial Analyst to join our Finance team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Accounting, QuickBooks, Auditing, Forecasting, Financial Analysis, Excel, Financial Modeling, Risk Management

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0159,Data Scientist,Data Science,2,"[""TensorFlow"", ""PyTorch"", ""Natural Language Processing"", ""Statistics"", ""Deep Learning"", ""Data Visualization""]","Data Scientist at Harborline Financial

We are looking for a Data Scientist to join our Data Science team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: TensorFlow, PyTorch, Natural Language Processing, Statistics, Deep Learning, Data Visualization

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0160,HR Executive,Human Resources,0,"[""Labor Law"", ""Recruitment"", ""Payroll"", ""HRIS"", ""Employee Relations"", ""Onboarding""]","HR Executive at Quantwave Inc

We are looking for a HR Executive to join our Human Resources team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Labor Law, Recruitment, Payroll, HRIS, Employee Relations, Onboarding

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0161,Backend Developer,Web Development,2,"[""Next.js"", ""CSS"", ""REST API"", ""React"", ""JavaScript"", ""MongoDB""]","Backend Developer at Quantwave Inc

We are looking for a Backend Developer to join our Web Development team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Next.js, CSS, REST API, React, JavaScript, MongoDB

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0162,Data Scientist,Data Science,2,"[""Data Visualization"", ""PyTorch"", ""Python"", ""TensorFlow"", ""Deep Learning"", ""Statistics"", ""SQL""]","Data Scientist at Novatrail Consulting

We are looking for a Data Scientist to join our Data Science team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Data Visualization, PyTorch, Python, TensorFlow, Deep Learning, Statistics, SQL

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0163,Financial Analyst,Finance,2,"[""Auditing"", ""Forecasting"", ""Accounting"", ""Financial Modeling"", ""QuickBooks""]","Financial Analyst at Sundial HR Group

We are looking for a Financial Analyst to join our Finance team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Auditing, Forecasting, Accounting, Financial Modeling, QuickBooks

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0164,Cloud Infrastructure Engineer,DevOps,1,"[""Linux"", ""Terraform"", ""Docker"", ""AWS"", ""Azure"", ""CI/CD"", ""Ansible"", ""Kubernetes""]","Cloud Infrastructure Engineer at Nimbus Systems

We are looking for a Cloud Infrastructure Engineer to join our DevOps team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Linux, Terraform, Docker, AWS, Azure, CI/CD, Ansible, Kubernetes

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0165,Finance Manager,Finance,3,"[""Financial Analysis"", ""Financial Modeling"", ""Budgeting"", ""SAP"", ""Excel""]","Finance Manager at Meridian Softworks

We are looking for a Finance Manager to join our Finance team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Financial Analysis, Financial Modeling, Budgeting, SAP, Excel

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0166,Machine Learning Engineer,Data Science,2,"[""Natural Language Processing"", ""TensorFlow"", ""Scikit-learn"", ""Data Visualization"", ""Statistics"", ""Pandas"", ""SQL""]","Machine Learning Engineer at Orbitline Technologies

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Natural Language Processing, TensorFlow, Scikit-learn, Data Visualization, Statistics, Pandas, SQL

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0167,Cloud Infrastructure Engineer,DevOps,5,"[""Ansible"", ""Jenkins"", ""Azure"", ""Docker"", ""CI/CD"", ""Linux""]","Cloud Infrastructure Engineer at Quantwave Inc

We are looking for a Cloud Infrastructure Engineer to join our DevOps team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: Ansible, Jenkins, Azure, Docker, CI/CD, Linux

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0168,Machine Learning Engineer,Data Science,1,"[""Deep Learning"", ""Machine Learning"", ""Pandas"", ""Statistics"", ""Natural Language Processing""]","Machine Learning Engineer at Verdant Analytics

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Deep Learning, Machine Learning, Pandas, Statistics, Natural Language Processing

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0169,Accounts Executive,Finance,1,"[""Excel"", ""Financial Analysis"", ""Financial Modeling"", ""Forecasting"", ""Auditing"", ""Accounting""]","Accounts Executive at Verdant Analytics

We are looking for a Accounts Executive to join our Finance team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Excel, Financial Analysis, Financial Modeling, Forecasting, Auditing, Accounting

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0170,Financial Analyst,Finance,0,"[""Forecasting"", ""Excel"", ""QuickBooks"", ""Financial Modeling"", ""Financial Analysis"", ""Auditing"", ""Budgeting"", ""Accounting""]","Financial Analyst at Orbitline Technologies

We are looking for a Financial Analyst to join our Finance team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Forecasting, Excel, QuickBooks, Financial Modeling, Financial Analysis, Auditing, Budgeting, Accounting

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0171,Data Analyst,Data Science,3,"[""TensorFlow"", ""Statistics"", ""Pandas"", ""Data Visualization"", ""Python""]","Data Analyst at Verdant Analytics

We are looking for a Data Analyst to join our Data Science team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: TensorFlow, Statistics, Pandas, Data Visualization, Python

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0172,Site Reliability Engineer,DevOps,5,"[""Ansible"", ""CI/CD"", ""GCP"", ""Jenkins"", ""Terraform"", ""Kubernetes""]","Site Reliability Engineer at Corestack Labs

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: Ansible, CI/CD, GCP, Jenkins, Terraform, Kubernetes

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0173,Data Analyst,Data Science,1,"[""Deep Learning"", ""SQL"", ""Python"", ""Machine Learning"", ""Natural Language Processing"", ""Statistics"", ""PyTorch"", ""TensorFlow""]","Data Analyst at Harborline Financial

We are looking for a Data Analyst to join our Data Science team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Deep Learning, SQL, Python, Machine Learning, Natural Language Processing, Statistics, PyTorch, TensorFlow

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0174,Machine Learning Engineer,Data Science,5,"[""Pandas"", ""Deep Learning"", ""Scikit-learn"", ""Natural Language Processing"", ""Statistics""]","Machine Learning Engineer at Trailhead Digital

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: Pandas, Deep Learning, Scikit-learn, Natural Language Processing, Statistics

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0175,DevOps Engineer,DevOps,2,"[""Azure"", ""Jenkins"", ""CI/CD"", ""Ansible"", ""AWS"", ""Terraform"", ""Kubernetes"", ""GCP""]","DevOps Engineer at Trailhead Digital

We are looking for a DevOps Engineer to join our DevOps team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Azure, Jenkins, CI/CD, Ansible, AWS, Terraform, Kubernetes, GCP

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0176,Cloud Infrastructure Engineer,DevOps,0,"[""Kubernetes"", ""Docker"", ""GCP"", ""CI/CD"", ""AWS"", ""Azure""]","Cloud Infrastructure Engineer at Meridian Softworks

We are looking for a Cloud Infrastructure Engineer to join our DevOps team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Kubernetes, Docker, GCP, CI/CD, AWS, Azure

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0177,HR Business Partner,Human Resources,2,"[""Onboarding"", ""Employee Relations"", ""HRIS"", ""Performance Management"", ""Recruitment""]","HR Business Partner at Corestack Labs

We are looking for a HR Business Partner to join our Human Resources team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Onboarding, Employee Relations, HRIS, Performance Management, Recruitment

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0178,HR Executive,Human Resources,1,"[""Labor Law"", ""Employee Relations"", ""Payroll"", ""Performance Management"", ""Talent Acquisition"", ""Onboarding"", ""Recruitment""]","HR Executive at Harborline Financial

We are looking for a HR Executive to join our Human Resources team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Labor Law, Employee Relations, Payroll, Performance Management, Talent Acquisition, Onboarding, Recruitment

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0179,Machine Learning Engineer,Data Science,1,"[""TensorFlow"", ""PyTorch"", ""Statistics"", ""Scikit-learn"", ""Natural Language Processing"", ""Pandas"", ""Data Visualization""]","Machine Learning Engineer at Orbitline Technologies

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: TensorFlow, PyTorch, Statistics, Scikit-learn, Natural Language Processing, Pandas, Data Visualization

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0180,Talent Acquisition Specialist,Human Resources,3,"[""Recruitment"", ""Performance Management"", ""Onboarding"", ""Employee Relations"", ""Payroll"", ""HRIS"", ""Labor Law"", ""Talent Acquisition""]","Talent Acquisition Specialist at Nimbus Systems

We are looking for a Talent Acquisition Specialist to join our Human Resources team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Recruitment, Performance Management, Onboarding, Employee Relations, Payroll, HRIS, Labor Law, Talent Acquisition

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0181,Frontend Engineer,Web Development,2,"[""Next.js"", ""Node.js"", ""HTML"", ""JavaScript"", ""REST API"", ""MongoDB""]","Frontend Engineer at Orbitline Technologies

We are looking for a Frontend Engineer to join our Web Development team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Next.js, Node.js, HTML, JavaScript, REST API, MongoDB

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0182,Site Reliability Engineer,DevOps,1,"[""Docker"", ""Ansible"", ""Linux"", ""Kubernetes"", ""AWS"", ""Jenkins""]","Site Reliability Engineer at BluePeak Solutions

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Docker, Ansible, Linux, Kubernetes, AWS, Jenkins

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0183,Talent Acquisition Specialist,Human Resources,3,"[""Performance Management"", ""Payroll"", ""Onboarding"", ""Labor Law"", ""Recruitment"", ""Talent Acquisition"", ""HRIS"", ""Employee Relations""]","Talent Acquisition Specialist at Sundial HR Group

We are looking for a Talent Acquisition Specialist to join our Human Resources team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Performance Management, Payroll, Onboarding, Labor Law, Recruitment, Talent Acquisition, HRIS, Employee Relations

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0184,Financial Analyst,Finance,1,"[""Accounting"", ""SAP"", ""Auditing"", ""Risk Management"", ""Excel"", ""QuickBooks"", ""Budgeting""]","Financial Analyst at Corestack Labs

We are looking for a Financial Analyst to join our Finance team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Accounting, SAP, Auditing, Risk Management, Excel, QuickBooks, Budgeting

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0185,Site Reliability Engineer,DevOps,2,"[""GCP"", ""Linux"", ""Kubernetes"", ""Jenkins"", ""Ansible"", ""Azure"", ""AWS""]","Site Reliability Engineer at Sundial HR Group

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: GCP, Linux, Kubernetes, Jenkins, Ansible, Azure, AWS

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0186,Full Stack Developer,Web Development,2,"[""Next.js"", ""MongoDB"", ""React"", ""JavaScript"", ""HTML"", ""Node.js"", ""TypeScript""]","Full Stack Developer at BluePeak Solutions

We are looking for a Full Stack Developer to join our Web Development team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Next.js, MongoDB, React, JavaScript, HTML, Node.js, TypeScript

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0187,Frontend Engineer,Web Development,5,"[""MongoDB"", ""CSS"", ""TypeScript"", ""Express.js"", ""Node.js"", ""React"", ""REST API""]","Frontend Engineer at Trailhead Digital

We are looking for a Frontend Engineer to join our Web Development team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: MongoDB, CSS, TypeScript, Express.js, Node.js, React, REST API

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0188,Full Stack Developer,Web Development,1,"[""HTML"", ""MongoDB"", ""Express.js"", ""JavaScript"", ""Node.js"", ""CSS""]","Full Stack Developer at Meridian Softworks

We are looking for a Full Stack Developer to join our Web Development team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: HTML, MongoDB, Express.js, JavaScript, Node.js, CSS

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
